rank,SMILES,predicted_affinity,true_affinity
1,C[C@](O)(COc1ccccc1C#N)C(=O)N1CCc2c(C#N)cccc21,8.663230895996094,7.840000152587891
2,C[C@](O)(COc1ccc(F)cc1C#N)C(=O)N1CCc2c(C#N)cccc21,8.57420539855957,8.039999961853027
3,C[C@](O)(COc1ccc(C#N)cc1F)C(=O)N1CCc2c(C#N)cccc21,8.277438163757324,8.489999771118164
4,C[C@](O)(COc1ccc(C#N)cc1)C(=O)N1CCc2c(C#N)cccc21,8.276361465454102,7.789999961853027
5,C[C@](O)(COc1ccc(C#N)cc1Br)C(=O)N1CCc2c(C#N)cccc21,8.215739250183105,8.319999694824219
