Split,RMSE,MAE,R2,Pearson,Spearman
val,0.7459189180975813,0.5827398598194122,0.5744143331005005,0.7627999406922894,0.7153645609179143
test,0.8623368609836499,0.6803417526900584,0.365732018032361,0.622255268791881,0.6012902395879215
