SMILES,predicted_affinity
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,5.819485664367676
CC(C)NCC(O)COc1cccc2ccccc12,5.574812889099121
CN1CCN(CC1)C2=NC3=CC=CC=C3N2,4.942523956298828
