trial,architecture,dropout,gin_conv_mlp_layers,gin_eps,gin_train_eps,lr,num_layers,pooling,residual,weight_decay,val_score
135,gin,0.03014312228336249,1,0.23131205611783537,True,0.0018944287872010312,5,add,True,1.8270882623226567e-05,-1.0252673534525727
