Split,RMSE,MAE,R2,Pearson,Spearman
val,1.0620339142900341,0.7634562138076152,0.5847156286158284,0.764809616335302,0.7408113388508692
test,1.0724972091212994,0.7878710584162356,0.5328407085929274,0.7341381773133471,0.7288177077298268
