Split,RMSE,MAE,R2,Pearson,Spearman
val,1.0332545645409532,0.8167003485201934,0.32126989655648874,0.5758688320991777,0.5711764960625575
test,1.3412156474909707,1.0190431972703349,0.15575027890166682,0.44158722122403404,0.46863368906902014
