SMILES,predicted_affinity
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,6.248273849487305
CC(C)NCC(O)COc1cccc2ccccc12,4.33599853515625
CN1CCN(CC1)C2=NC3=CC=CC=C3N2,4.908114433288574
