SMILES,predicted_affinity
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,5.46713924407959
CC(C)NCC(O)COc1cccc2ccccc12,4.793055534362793
CN1CCN(CC1)C2=NC3=CC=CC=C3N2,4.115394592285156
