Model,Split,RMSE,MAE,R2,Pearson,Spearman
GNN (gat),val,1.145080064725277,0.852640265631136,0.5172297224612419,0.7218323375372964,0.7055711388324171
GNN (gat),test,1.1803219517035903,0.8508293118614417,0.43418609251336804,0.6849024031933232,0.6976057897742746
