SMILES,predicted_affinity
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,6.753355026245117
CC(C)NCC(O)COc1cccc2ccccc12,5.104228973388672
CN1CCN(CC1)C2=NC3=CC=CC=C3N2,4.365725040435791
