rank,SMILES,predicted_affinity,true_affinity
1,O=C1[C@H]2[C@@H]3CC[C@@H](C3)N2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,8.777061462402344,9.0
2,O=C1[C@H]2[C@H]3CC[C@H](C3)N2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,8.777060508728027,5.889999866485596
3,Cc1c(N[C@@H]2CCC[C@@]2(C)O)ccc(C#N)c1Cl,8.73924732208252,8.6899995803833
4,Cc1c(N[C@@H]2CCC[C@]2(C)O)ccc(C#N)c1Cl,8.73924732208252,9.170000076293944
5,Cc1c(N[C@@H]2CCCC[C@@]2(C)O)ccc(C#N)c1Cl,8.654875755310059,7.769999980926514
