rank,SMILES,predicted_affinity,true_affinity
1,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc([N+](=O)[O-])c4c(Br)cccc34)C(=O)[C@H]12,8.879752159118652,7.585000038146973
2,Cc1c(N[C@@H]2CCCC[C@@]2(C)O)ccc(C#N)c1Cl,8.678488731384277,7.769999980926514
3,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(F)cc1,8.591448783874512,7.929999828338623
4,Cc1c(N[C@@H]2CCC[C@]2(C)O)ccc(C#N)c1Cl,8.481793403625488,9.170000076293944
5,Cc1c(N[C@@H]2CCC[C@@]2(C)O)ccc(C#N)c1Cl,8.481793403625488,8.6899995803833
