SMILES,predicted_affinity
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,4.662591934204102
CC(C)NCC(O)COc1cccc2ccccc12,5.077337265014648
CN1CCN(CC1)C2=NC3=CC=CC=C3N2,3.9332284927368164
