Split,RMSE,MAE,R2,Pearson,Spearman
val,0.716475699980768,0.5365444370886174,0.6073490250459249,0.7797793562165946,0.7348782032335652
test,0.8412603995326433,0.6626927096039149,0.39635754138189483,0.6566222746568803,0.6412188617161959
