Model,Split,RMSE,MAE,R2,Pearson,Spearman
GNN (sage),val,1.0623334714546184,0.8071773600107464,0.2825292883851772,0.5725384231084955,0.5699684346229891
GNN (sage),test,1.3401300522197535,1.0470818328513136,0.15711641653719577,0.4552687082319763,0.45777386358875694
