Model,Split,RMSE,MAE,R2,Pearson,Spearman
GNN (sage),val,1.0332336709931067,0.7377298535424447,0.6069336032904924,0.7848980851854666,0.7591290830726252
GNN (sage),test,1.1032871373013218,0.7891904258957276,0.5056326738577637,0.7315485209862846,0.7487242626306138
