trial,architecture,dropout,gin_conv_mlp_layers,gin_eps,gin_train_eps,lr,num_layers,pooling,residual,weight_decay,val_score
52,gin,0.09292797723916545,1,0.7082848419702664,True,0.004323523142773248,2,max,True,1.0740567013971068e-05,-1.022382320238603
