Split,RMSE,MAE,R2,Pearson,Spearman
val,1.0747858741066427,0.8467731861066562,0.26561069014174155,0.5399819337807241,0.5324893205356818
test,1.3374611992537633,1.001469265683033,0.16047025878497478,0.45484658037387266,0.4785493233197432
