SMILES,predicted_affinity
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,5.694245338439941
CC(C)NCC(O)COc1cccc2ccccc12,4.792994022369385
CN1CCN(CC1)C2=NC3=CC=CC=C3N2,3.8810698986053467
