Split,RMSE,MAE,R2,Pearson,Spearman
val,1.0237253679483056,0.8024077590962929,0.33373135255374264,0.577860327540821,0.5536358659631226
test,1.3605326434538827,1.0716734425255539,0.1312563655481056,0.4198537931837328,0.43442274727995206
