Split,RMSE,MAE,R2,Pearson,Spearman
val,0.7334651747484385,0.5590304892237593,0.5885067215340316,0.7795288842385316,0.7287395256652531
test,0.8835810189366737,0.6824469728735578,0.33409597032361626,0.6235272079407126,0.6168131335069615
