rank,SMILES,predicted_affinity,true_affinity
1,Cc1c(N[C@@H]2COC[C@@]2(C)O)ccc(C#N)c1Cl,8.91128921508789,8.279999732971191
2,Cc1c(N[C@@H]2CCC[C@@]2(C)O)ccc(C#N)c1Cl,8.684907913208008,8.6899995803833
3,Cc1c(N[C@@H]2CCC[C@]2(C)O)ccc(C#N)c1Cl,8.684907913208008,9.170000076293944
4,Cc1c(N[C@@H]2CCCC[C@@]2(C)O)ccc(C#N)c1Cl,8.667569160461426,7.769999980926514
5,C[C@](O)(COc1ccccc1F)C(=O)N1CCc2c(C#N)cccc21,8.481522560119629,8.0
