SMILES,predicted_affinity
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,6.040857791900635
CC(C)NCC(O)COc1cccc2ccccc12,4.981368064880371
CN1CCN(CC1)C2=NC3=CC=CC=C3N2,4.39663553237915
